Job Title,Company,Location,Salary,Description,Communication,Programming,Management
Software Engineer,Small,West,87000.0,"Education & Experience: Bachelor’s degree in Computer Science or related field, around 3+ years of experience in front-end development.&hellip;
Skills: Web accessibility, CI/CD, Computer science, CSS, React",0,1,0
Software Engineer,Small,West,135000.0,"A bachelor’s degree in computer science, a related field, or an equivalent combination of education and experience. We offer paid travel or relocation.**.&hellip;
Skills: CI/CD, Backbone.js, Azure, Node.js, React",0,1,0
Software Engineer,Small,West,6500.0,"BS/MS in Computer Science, Engineering, or a related technical field. Collaborate with front-end developers to ensure seamless integration of user-facing…&hellip;
Skills: Immigration law, Microservices, AWS, PostgreSQL, APIs",0,0,0
Software Engineer,Small,West,197500.0,"Our team protects users on our platform by promoting privacy by design; we design architectures that treats user data respectfully, with transparency, and in…&hellip;
Skills: Computer science, Go, Data structures, Java, C++",0,1,0
Software Engineer,Small,West,167000.0,"BS/MS in Computer Science or a related field. 1+ years relevant engineering experience in successfully designing and building large scale, highly available and…&hellip;
Skills: Computer science, Go, Cassandra, Data structures, HIPAA",0,0,0
Software Engineer,Large,West,203500.0,"The daily role may consist of reverse engineering, debugging, helping other engineering teams prioritize Media relevant work, creating content to help our…&hellip;
Skills: Computer science, Operating systems, Management, iOS, Objective-C",0,0,1
Software Engineer,Small,West,179000.0,"Design, develop, and deploy components of data pipeline, storage, and query infrastructure that powers the Waymo Driver training and evaluation.&hellip;
Skills: Computer science, Relational databases, Data structures, Java, Databases",0,0,0
Software Engineer,Small,West,123000.0,"Minimum of five (5) years of experience in the following areas: Real-time programming, microcontroller embedded software engineering, and analysis and…&hellip;
Skills: Microsoft Powerpoint, Microsoft Word, MATLAB, Microsoft Excel, Operating systems",0,0,0
Software Engineer,Small,West,135000.0,"Agile programming experience with object-oriented analysis, Matlab, design and programming using Java, C#, C++ and JavaScript; user interfaces and HTML.&hellip;
Skills: Jira, MATLAB, C#, Firmware, Git",0,1,0
Software Engineer,Small,West,240000.0,"Deep technical background in performance optimization for DBs (preferably SQL DBs). You will build tools to improve operation automations.&hellip;
Skills: Go, Software deployment, MongoDB, SQL, AWS",0,1,0
Software Engineer,Small,West,150000.0,"In order to deliver on this vision, TextMe gathered a group of enthusiastic engineers, with brilliant development skills in web and mobile technologies, joined…&hellip;
Skills: Cloud infrastructure, Cassandra, Test-driven development, AWS, Redis",0,0,0
Software Engineer,Small,West,175000.0,"We are seeking software engineers who have the skill set to write low level C++ hardware driver code, and have the skillset to architect system frameworks in C#…&hellip;
Skills: Management, C#, Electrical engineering, C++, Chinese",0,1,1
Software Engineer,Small,West,72500.0,"As a mid size company (~60 employees), you will get to wear many hats in addition to product design: creating new product spec’s, manufacturing test plans,…&hellip;
Skills: English, ISO 9001, PCB, C",1,0,0
Software Engineer,Small,West,185000.0,"Performs technical planning, system integration, verification and validation, cost and risk, and supportability and effectiveness analyses for total systems.&hellip;
Skills: Jira, CI/CD, Bamboo, Military, DevOps",0,1,0
Software Engineer,Small,West,247000.0,"Bachelor’s Degree in a STEM (Science, Technology, Engineering or Mathematics) discipline and 12 years of related engineering experience; OR a Master’s degree in…&hellip;
Skills: System architecture, Account management, Leadership",0,0,0
Software Engineer,Small,West,138000.0,"Provide technical leadership for junior software engineers. Experience with Git-based or other software configuration management tools.&hellip;
Skills: CI/CD, Kubernetes, System architecture, Git, C++",0,1,0
Software Engineer,Small,West,125000.0,"Involved in product specifications, design software specification, and support of whole products lifecycle from concept through manufacturing and deployment.&hellip;
Skills: TCP, Software troubleshooting, Writing skills, Visual Studio, C#",1,1,0
Software Engineer,Small,West,150000.0,"Our platform assists *healthcare providers and payers * by offering tools that provide insights into *drug cost management , risk analysis , and provider…&hellip;
Skills: React, SQL, AWS, Machine learning, Software development",0,1,0
Artificial Intelligence,Small,West,57200.0,"Reporting to the Regional Manager, you'll collaborate with planning, engineering, and vendor teams to optimize facility layouts, implement inventory systems,…&hellip;
Skills: CI/CD, Node.js, CSS, Software troubleshooting, React",0,1,0
Software Developer,Small,West,99500.0,"You will collaborate closely with cross-functional teams, including product management, design, and QA, to deliver exceptional mobile experiences that…&hellip;
Skills: CI/CD, Test automation, Android, Application development, Product management",0,1,0
Software Engineer,Small,West,125000.0,"You will work closely with members of the engineering, product, and executive teams. Retirement plans, stock, and matching 401k programs.&hellip;",0,0,0
Software Developer,Small,West,105000.0,"Bachelor’s Degree or certifications in Information Technology, Computer Science, Information Systems, or related field. We are looking for a Senior Programmer.&hellip;
Skills: Crystal Reports, Management, Microsoft SQL Server, Project management, Organizational skills",0,0,1
Software Engineer,Small,West,193000.0,"Use simulation creatively and mine real world driving logs to measure driving performance. Develop signals to measure the performance and driving qualities of…&hellip;
Skills: Data analysis skills, SQL, C++, Machine learning, Python",0,1,0
Software Engineer,Small,West,173000.0,"Bachelor's degree or higher in Computer Science, Engineering, or a related field, with at least 2 years of experience in web crawling and data collection.&hellip;
Skills: Go, CSS, Selenium, Java, C++",0,1,0
Other,Small,West,127500.0,"Optimise various systems for best performance across platforms. Experience with game engines - either Unity, Unreal, Roblox Studio, or Godot.&hellip;
Skills: Computer science, C#, Math, JavaScript, Unity",0,1,0
Software Engineer,Small,West,77500.0,"Bachelor's degree in Computer Science, Information Technology, or related field. Troubleshoot issues, conduct root cause analysis, and collaborate with the…&hellip;
Skills: Quality assurance, Aviation, Linux, Root cause analysis",0,0,0
Software Engineer,Small,West,134500.0,"Bachelor's degree in Computer Science, Information Systems, Software, Electrical or Electronics Engineering, or comparable field of study, and/or equivalent…&hellip;
Skills: Web accessibility, Node.js, React, Test-driven development, AWS",0,0,0
Other,Small,West,163000.0,"*Cross-Team Collaboration:* Collaborate with Neurologyca’s technical and business teams to align technical strategies with business objectives and market needs.&hellip;
Skills: Bilingual, Spanish, English, AWS, REST",1,0,0
Software Engineer,Small,West,142500.0,"You’ll play a key role in designing, developing, testing, and maintaining our system control software. After completing an initial training period, you’ll take…&hellip;
Skills: Computer science, Databases, C++, Ethernet, Communication skills",1,1,0
Software Engineer,Small,West,115000.0,"Software engineers design and develop custom software, systems, and integrations. As level 2 engineers, candidates are expected to complete tasks assigned to…&hellip;
Skills: CSS, React, Web development, XML, Relational databases",0,1,0
Software Engineer,Small,West,189000.0,"The candidate is expected to possess a high standard for quality in software design and implementation and work closely with other senior engineering staff.&hellip;
Skills: Go, Kubernetes, XML, Data structures, Microservices",0,0,0
Software Engineer,Small,West,120000.0,"Responsibilities: Ability to drive efficiency & consolidation in our current disparate workflow & tools Can fully own the delivery of features in community…&hellip;
Skills: Jira, AJAX, CSS, React, Responsive web design",0,1,0
Software Engineer,Large,West,219000.0,"Work closely with the simulation team and Autopilot organization to understand workflows and develop tools that enhance existing capabilities and unlock new…&hellip;
Skills: Go, Kubernetes, Relational databases, Docker, JavaScript",0,0,0
Software Engineer,Small,West,181500.0,"Ownership of Core Technology: Take ownership of core platform technologies related to orchestrated machine learning APIs, from design to delivery, driving…&hellip;
Skills: TensorFlow, Kubernetes, Big data, Software deployment, Spark",0,0,0
Software Engineer,Large,West,168500.0,"Ability to communicate effectively with both technical and non-technical audiences. Bachelor’s degree in Computer Science, Computer Engineering, related field,…&hellip;
Skills: Computer science, OOP, Machine learning, AI, Python",0,0,0
Artificial Intelligence,Large,West,149000.0,"Design, develop, and deploy applications powered by predictive and generative models, with a focus on building autonomous agents and using agentic frameworks…&hellip;
Skills: TensorFlow, Statistics, Computer science, Research, Java",0,0,0
Software Engineer,Small,West,159000.0,"BS degree in Computer Science, similar technical field of study or equivalent practical experience. Heavily contribute in the design and implementation of self…&hellip;
Skills: Computer science, Go, Enterprise software, Git, Microservices",0,0,0
Software Engineer,Small,West,151000.0,"As a member of this group you will design, develop, and debug high performance, multi-threaded and distributed C, C++ code in the Exadata project.&hellip;
Skills: Oracle, SQL, C++, C",0,1,0
Software Engineer,Small,West,98000.0,"Collaborate closely with multi-disciplinary teams to design, implement, and test hardware-integrated software solutions that meet project requirements.&hellip;
Skills: Jira, ASP.NET, Test automation, Git, Software testing",0,1,0
Software Engineer,Small,West,147000.0,"Conduct design trades of complexity and performance between the payload’s optical front end, algorithm implementation, firmware architecture, and software…&hellip;
Skills: CI/CD, MATLAB, Image processing, Signal processing, FPGA",0,1,0
Software Engineer,Small,West,159000.0,"Interface with management, various engineering disciplines (software, electrical, mechanical, RF, and systems), logistics, inventory, production technicians,…&hellip;
Skills: Jira, SAFe, Gradle, Software troubleshooting, Laboratory experience",0,1,0
Software Engineer,Small,West,119500.0,"The FPGA/Firmware design engineer will work with a multi-disciplined design team (electrical engineers, systems engineers, scientists, etc) to design, develop,…&hellip;
Skills: MATLAB, Operating systems, FPGA, Firmware, System design",0,0,0
Software Engineer,Small,West,168000.0,"Bachelors in Electrical or Computer Science or related engineering or scientific field. Exercises independent judgment in identifying, recommending and…&hellip;
Skills: Management, Web development, C#, Windows, Java",0,1,1
Software Engineer,Small,West,92500.0,"*Documentation:* Create and maintain detailed technical documentation to explain system design, functionality, and codebase. Master’s degree is a plus.&hellip;
Skills: Node.js, CSS, Software troubleshooting, React, Mobile applications",0,0,0
Software Engineer,Small,West,145000.0,"Collaborating with other teams to design and develop components. This person will design software to manage petabytes of unstructured data at scale, with high…&hellip;
Skills: Computer science, Elasticsearch, Data mining, SAS, Data structures",0,0,0
Software Engineer,Small,West,117500.0,"Build lightweight, modern UI components with responsive design principles for seamless user experiences. Knowledge of AI and machine learning concepts and their…&hellip;
Skills: Authentication, ASP.NET, Computer science, Power BI, Azure",0,0,0
Software Engineer,Small,West,147500.0,"Lead the design and implementation of features and solutions. The compensation range provided is in compliance with state specific laws.&hellip;
Skills: React, Analysis skills, Agile, TypeScript",0,0,0
Software Engineer,Small,West,134500.0,"Participate in technical discussions, design reviews, and code reviews to uphold high engineering standards. Bachelor's or Master's degree in Computer Science,…&hellip;
Skills: React, Microservices, AWS, PostgreSQL, APIs",0,0,0
Software Engineer,Small,West,84500.0,"Typically requires a bachelors degree in engineering or a related technical discipline from an accredited institution. Able to work extended hours as required.&hellip;
Skills: Communication skills",1,0,0
Software Engineer,Small,West,93500.0,"We are looking for a software professional with < 3 years of software development experience, with a strong background in algorithms and high-performance…&hellip;
Skills: Computer science, Data structures, Java, Application development, Databases",0,0,0
Software Engineer,Small,West,212500.0,"Hands-on experience with emulation on platforms such as Palladium, Protium, Veloce, or Zebu, covering design bring-up, build flows, debugging, and performance…&hellip;
Skills: Performance tuning, Software troubleshooting, C++, C, Scripting",0,1,0
Software Engineer,Small,West,147000.0,"The FPGA/Firmware design engineer will work with a multi-disciplined design team (electrical engineers, systems engineers, scientists, etc) to design, develop,…&hellip;
Skills: MATLAB, Operating systems, FPGA, Firmware, System design",0,0,0
Software Engineer,Small,West,180000.0,"Perform troubleshooting, conduct cybersecurity reviews, support Risk Assessment and Issue Evaluation (RAISE), integrate applications, develop documentation,…&hellip;
Skills: Program management, Software troubleshooting, System architecture, C++, C",0,1,0
Software Engineer,Small,West,187200.0,"Collaborate with cross-functional teams to design and build various integrations and operators, such as integration with the company's in-house HPC…&hellip;
Skills: CI/CD, Git, Machine learning, Python",0,1,0
Software Engineer,Small,West,110000.0,"You will be responsible for the design, analysis, development, and implementation of new data driven web-based applications, as well as providing support for…&hellip;
Skills: AJAX, ASP.NET, CSS, Web development, XML",0,1,0
Software Engineer,Small,West,137500.0,"Strong programming background especially in data structures, algorithms, and design patterns. Competence in database design, SQL queries, and knowledge of SDLC.&hellip;
Skills: CSS, React, Data structures, Java, SQL",0,1,0
Software Engineer,Small,West,90000.0,"Contribute to the analysis of business requirements, prepare design and implementation recommendations, and estimate development effort.&hellip;
Skills: Computer science, Azure, React, C#, Test automation",0,1,0
Software Engineer,Small,West,115000.0,"Involved in analysis, specification, design, and implementation, and testing phases of Software Development Life Cycle (SDLC) and use Agile methodology (SCRUM)…&hellip;
Skills: Management, JUnit, Spark, Java, JavaScript",0,0,1
Software Engineer,Small,West,138000.0,"This position will focus primarily on system engineering for resource controller software requirements analysis, decomposition, and allocation from system-level…&hellip;
Skills: Management, Military, DevOps, Analysis skills, C++",0,1,1
Software Developer,Small,West,79000.0,"Create SQL Server Reporting Services (SSRS) reports of low complexity through the assessment of user requirements, analysis of business operations and resulting…&hellip;
Skills: Management, Business analysis, Data analysis skills, Microsoft SQL Server, SSRS",0,0,1
Software Engineer,Small,West,115000.0,"*Cross-Functional Collaboration*: Partner with cross-functional teams including software developers, product managers, other R&D engineers, operations, field…&hellip;
Skills: Jira, Laboratory experience, Git, Information security, OOP",0,1,0
Software Engineer,Small,West,141000.0,"Bachelor’s degree in Computer Science, Computer Engineering, or a related field (or equivalent practical experience).&hellip;
Skills: Computer science, Cloud infrastructure, Go, Relational databases, Google Cloud Platform",0,0,0
Software Engineer,Small,West,165000.0,"Collaborate closely with design and product managers to plan and develop new UIs for upcoming initiatives. Proficiency in Git / GitHub, branching methodologies,…&hellip;
Skills: CI/CD, Node.js, CSS, React, Employee orientation",0,1,0
Software Engineer,Small,West,197500.0,"Lead the design and implementation of all new billing and invoicing systems at Replit. Create seamless user experiences for users related to billing and…&hellip;
Skills: APIs",0,0,0
Software Engineer,Large,West,117000.0,"Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent…&hellip;
Skills: Computer science, Buffer, Signal processing, C++, C",0,1,0
Software Engineer,Small,West,184500.0,"Extensive knowledge of modern software tech stack, including front-end applications, large-scale backend, and data pipeline.&hellip;
Skills: Go, C++, C, Python, Debugging",0,1,0
Artificial Intelligence,Small,West,215000.0,"Strong Python or C++/C programming and software design skills, including debugging, performance analysis, and test design. Ways to stand out from the crowd:*.&hellip;
Skills: TensorFlow, Software deployment, Analysis skills, C++, C",0,1,0
Software Engineer,Small,West,156000.0,"Hire and develop top engineering talent. An experienced leader with a strong technical background in embedded systems, wireless networking, and SoC platforms…&hellip;
Skills: Management, Firmware, OS Kernels, SoC, C",0,0,1
Software Engineer,Small,West,131500.0,"The Control Systems Engineer shall work with engineer team in support for all stages of product development from design through manufacturing and system…&hellip;
Skills: MATLAB, System design, OOP, Analysis skills, Manufacturing",0,0,0
Software Engineer,Small,West,205077.0,"Applies the appropriate standards, processes, procedures and tools throughout the system development life cycle to support the generation of such engineering…&hellip;
Skills: CSS, FPGA, C++, C, Computer networking",0,1,0
Software Engineer,Small,West,139000.0,"Experience developing software design documentation, interface documentation, technical reports, and integration procedures for operational use and future…&hellip;
Skills: Drupal, Node.js, Software troubleshooting, React, C#",0,1,0
Software Engineer,Large,West,150000.0,"#We build platforms and services to develop capabilities for security engineers to automate their work. Los Angeles County applicants: Job duties for this…&hellip;
Skills: AWS, Software development, Cloud computing",0,0,0
Software Engineer,Small,West,170000.0,"5+ years of software engineering experience. Not only does this save shareholders time and resources, it helps reduce the risk of unexpected system failures and…&hellip;
Skills: Node.js, React, Relational databases, JavaScript, PostgreSQL",0,0,0
Artificial Intelligence,Small,West,192000.0,"Driving technology improvements enabling new products field release and refinement of system specifications based upon deep understanding of factory and field…&hellip;
Skills: TensorFlow, Computer vision, Customer service, Analysis skills, Machine learning",0,0,0
Software Engineer,Small,West,145000.0,"Bachelor’s degree in computer science, Electrical Engineering, or related field. Design, develop, and test safety-critical software systems for aerospace…&hellip;
Skills: Management, Git, PCB, C++, C",0,1,1
Software Developer,Small,West,120000.0,"Collaborate with internal teams and external clients to design, develop, and test enterprise applications. Provide technical troubleshooting, configuration, and…&hellip;
Skills: Web design, ASP.NET, Computer science, MVC, CSS",0,0,0
Software Engineer,Small,West,179500.0,"Bachelor's degree or equivalent in Computer Science, Engineering, Mathematics or related field, with 5+ years of full-time engineering experience.&hellip;
Skills: Lucene, Go, CAD, System design, Java",0,0,0
Software Engineer,Small,West,91520.0,"Build and optimize APIs, backend services, and front-end components. At least 2 years of experience with software or web application tools and technologies.&hellip;
Skills: CI/CD, Software deployment, ERP systems, Git, PHP",0,1,0
Software Engineer,Small,West,125500.0,"Working closely with different teams to enhance and develop internal tools like RETINA, IOP to automate triaging, and remediate production issues.&hellip;
Skills: CI/CD, Elasticsearch, Oracle, XML, Git",0,1,0
Software Engineer,Small,West,121500.0,"As an engineer at Lyft, you'll collaborate with teams like product, data science, analytics, and operations on code that empowers us to iterate quickly while…&hellip;
Skills: Computer science, SQL, Communication skills, Python",1,1,0
Software Engineer,Small,West,115500.0,"Review and repair the legacy code and responsible for analysis of current programs including performance, diagnosis and troubleshooting of problem programs, and…&hellip;
Skills: AJAX, Ant, JUnit, Software troubleshooting, XML",0,0,0
Software Engineer,Small,West,82492.0,"The company’s revenue cycle management, clinical workflow enablement, laboratory information system, and patient engagement solutions enable organizations to…&hellip;
Skills: MVC, CSS, React, Relational databases, Java",0,0,0
Software Engineer,Small,West,145000.0,"As a Software Engineer II, you will play a key role in designing, implementing, and maintaining the server-side logic of our applications, ensuring seamless…&hellip;
Skills: Node.js, React, .NET, Microservices, AWS",0,0,0
Software Engineer,Small,West,130000.0,"Develop pre- and post-sales tools and environments. Work as a Team on product roadmaps, new features design, and product certifications.&hellip;
Skills: Performance tuning, TCP, Firewall, C, Computer networking",0,0,0
Software Engineer,Small,West,257920.0,"Advanced knowledge of software engineering principles and design patterns. Design and develop scalable, secure APIs and backend systems.&hellip;
Skills: Oracle, MVC, Kubernetes, Microsoft SQL Server, NoSQL",0,0,0
Software Engineer,Small,West,193500.0,"You will work on wireless firmware and software, develop, implement and validate algorithms with optimizations aimed to improve performance.&hellip;
Skills: 5G, Firmware, C++, C, Python",0,1,0
Software Engineer,Small,West,132000.0,"Collaborate with the design team to translate UI/UX design wire-frames into high-quality code. Experience with Redux or other state management libraries.&hellip;
Skills: Web accessibility, Management, CSS, Bootstrap, React",0,0,1
Software Engineer,Large,West,159500.0,"Prototype fast in diverse environments like frontend, backend, web apps and agents, using feedback and running quick PoCs to drive innovation.&hellip;
Skills: Computer science, Node.js, React, Java, JavaScript",0,0,0
Software Engineer,Large,West,244500.0,"Supporting in-house users; triaging errors and performance bottlenecks, driving issues to root cause, providing workarounds and fixes.&hellip;
Skills: Computer science, C++, Machine learning, Linux, Python",0,1,0
Software Engineer,Small,West,162000.0,"Proven track record of modern applications design architecture, good API design patterns, security, performance, and scaling.&hellip;
Skills: Computer science, Node.js, AWS, APIs, Kafka",0,0,0
Software Engineer,Small,West,105000.0,"Bachelor’s degree in computer science, engineering, or a related field or equivalent work experience. Experience researching business needs, breaking down…&hellip;
Skills: Jira, Computer science, Azure, React, Enterprise software",0,1,0
Software Engineer,Small,West,162500.0,"Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent experience). Experience writing scalable software, bolstered with…&hellip;
Skills: Computer science, Rust, Go, Data analysis skills, Google Cloud Platform",0,0,0
Software Engineer,Small,West,151000.0,"You will work on specialized tools that help our engineering teams identify bugs, security vulnerabilities, coding style inconsistencies, and coding issues,…&hellip;
Skills: Oracle, CSS, SQL, Docker, JavaScript",0,1,0
Software Engineer,Small,West,99500.0,"Bachelor's Degree in Engineering, Computer Science or other related technical field. In order to be eligible for this position, you must be a ""US Person"" under…&hellip;
Skills: LabView, Oracle, Multilingual, Git, SQL",0,1,0
Software Engineer,Large,West,445000.0,"Join a stunning team with diverse skill sets (data engineering, machine learning, analytical engineering and software engineering), partnering closely with data…&hellip;
Skills: Node.js, React, Spark, Apache Hive, Host/hostess experience",0,0,0
Software Engineer,Small,West,104000.0,"Actively engage in design and code reviews, providing constructive feedback to peers and incorporating feedback into your own work to maintain high standards of…&hellip;
Skills: CI/CD, Management, JUnit, Software deployment, Data structures",0,1,1
Software Engineer,Small,West,140000.0,"Able to develop detailed design specifications. Additionally, you will help design and implement a self-diagnostic and self-healing architecture to ensure…&hellip;
Skills: Computer science, Oracle, Go, Google Cloud Platform, Java",0,0,0
Software Engineer,Small,West,192000.0,"You would then work with our SQA team to verify those implementations so they can be released to the field. Create detailed design documentation that describes…&hellip;
Skills: Computer science, Microsoft Excel, Configuration management, OOP, C++",0,1,0
Software Engineer,Small,West,147000.0,"Conduct design trades of complexity and performance between the payload’s optical front end, algorithm implementation, firmware architecture, and software…&hellip;
Skills: CI/CD, MATLAB, Image processing, Signal processing, FPGA",0,1,0
Software Engineer,Small,West,156000.0,"As a Platform Software Engineer, you will design, develop, maintain, and support software components and common functionality for distributed computational…&hellip;
Skills: Computer science, Software troubleshooting, C++, C, Assembly language",0,1,0
Software Engineer,Small,West,185000.0,"We work closely with product and design to run experiments, own large areas of a shared codebase, and are responsible for performance and app stability metrics.&hellip;
Skills: CI/CD, Computer science, Node.js, React, DevOps",0,1,0
Software Engineer,Small,West,157500.0,"Collaborate with fellow engineers, Product/Project Managers and Quality Assurance engineers to develop multi-tier, multi-layered application framework and…&hellip;
Skills: Statistics, Azure, Big data, C#, Google Cloud Platform",0,1,0
Software Engineer,Small,West,147000.0,"The FPGA/Firmware design engineer will work with a multi-disciplined design team (electrical engineers, systems engineers, scientists, etc) to design, develop,…&hellip;
Skills: MATLAB, Operating systems, FPGA, Firmware, System design",0,0,0
Software Engineer,Small,West,150000.0,"Your contributions will focus on driving innovation and refinement of the FusionScope and AFSEM software platforms, optimizing performance, introducing new…&hellip;
Skills: Computer science, Data analysis skills, Git, Windows, Spectroscopy",0,0,0
Software Developer,Small,West,82500.0,"(1) A college degree (non-technical discipline) or (2) multi-craft skills acquired through extensive on-the-job training or apprenticeship programs or (3) in…&hellip;
Skills: SQL, AI, Communication skills, Time management",1,1,0
Software Engineer,Small,West,87000.0,"Education & Experience: Bachelor’s degree in Computer Science or related field, or equivalent practical experience. Apple hardware ecosystem for work.&hellip;
Skills: Computer science, Cloud infrastructure, Azure, Go, Encryption",0,0,0
Software Engineer,Small,West,162500.0,"As part of a cross-functional scrum team you will design and develop new products and features to help clients grow their wealth.&hellip;
Skills: CSS, React, Test-driven development, JavaScript, Continuous integration",0,0,0
Software Engineer,Large,West,410000.0,"Ability to collaborate cross-functionally with internal engineering and automation infrastructure teams to propose, develop and deploy tooling designed to…&hellip;
Skills: Cloud infrastructure, Test automation, Host/hostess experience, Product development, Communication skills",1,0,0
Software Engineer,Small,West,57500.0,"Experience or understanding of software design and development tools and technology. Provide technical advice, guidance, training and support to users on…&hellip;
Skills: Bilingual, Computer science, Microsoft Excel, Oracle, Management",0,0,1
Software Engineer,Small,West,107500.0,"The ideal candidate must have a solid understanding of software engineering best practices; a strong background in math or a physical science; and have…&hellip;
Skills: TensorFlow, CI/CD, Calculus, C#, Fortran",0,1,0
Software Engineer,Small,West,127000.0,"Collaborate with other engineers to design, develop, and maintain scalable systems such as game account management and authentication protocols.&hellip;
Skills: Bilingual, CI/CD, Authentication, Go, Data structures",0,1,0
Software Engineer,Small,West,127500.0,"Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions.&hellip;
Skills: Azure, React, Relational databases, Microsoft SQL Server, Git",0,0,0
Software Engineer,Small,West,202500.0,"Engage in hands-on coding and architectural design, setting and maintaining high technical standards for a high performing team.&hellip;
Skills: System design, Microservices, Project management, Leadership, Communication skills",1,0,0
Software Engineer,Large,West,179000.0,"You will develop hardware libraries and drivers, ensuring they are scalable and efficient. You will support framework infrastructure, assist with deployments…&hellip;
Skills: CI/CD, Computer science, Rust, Go, Software troubleshooting",0,1,0
Artificial Intelligence,Small,West,273500.0,"Bachelor's degree in Computer Science, Engineering, or a related field. Troubleshoot and resolve technical issues related to AI model deployment and backend…&hellip;
Skills: CI/CD, Azure, React, DevOps, Data structures",0,1,0
Software Engineer,Small,West,89065.0,"You will help develop new systems and services for our game, coordinating across disciplines with designers and client engineers.&hellip;
Skills: TCP, Cassandra, Kubernetes, iOS, Encryption",0,0,0
Software Engineer,Small,West,165000.0,"Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience). Expereince in Big Data Analytics.&hellip;
Skills: CI/CD, Computer science, Git, PHP, JavaScript",0,1,0
Software Engineer,Small,West,118500.0,"Bachelor’s degree in Computer Science or a related field. Kubernetes certification (CKA or CKAD) is a plus. Familiarity with Linux-based environments and common…&hellip;
Skills: Computer science, Data modeling, Go, Kubernetes, NoSQL",0,0,0
Software Engineer,Small,West,220000.0,"Have experience with TypeScript and state management libraries such as Redux or Vuex. Have 3+ years of experience developing front-end applications with modern…&hellip;
Skills: CI/CD, Management, CSS, React, Git",0,1,1
Artificial Intelligence,Small,West,227500.0,"You’ll be developing in Java, some Scala, SpringBoot, Kubernetes, EKS, GRPC Services, and AWS. Hybrid 2x a week Santa Monica, CA Required Skills & Experience.&hellip;
Skills: Kubernetes, Java, Microservices, AWS, Machine learning",0,0,0
Software Engineer,Small,West,104000.0,"Design and develop secure, scalable, and maintainable software solutions. Collaborate with a&r team to understand requirements and implement effective…&hellip;
Skills: CI/CD, Azure, Go, Node.js, CSS",0,1,0
Software Engineer,Small,West,135000.0,"A bachelor’s degree in computer science or math, or the equivalent professional experience. Collaborate with the Development Team to build and manage…&hellip;
Skills: Computer science, Elasticsearch, CSS, Test-driven development, MongoDB",0,0,0
Software Engineer,Small,West,137467.0,"Deep Knowledge of C/C++ Architecture. Mobile Device experience ( Android/IOS). -Familiar with Machine Learning Models.&hellip;
Skills: Performance tuning, C++, C, Machine learning, RF scanner",0,1,0
Software Engineer,Small,West,147000.0,"You will work on software design/engineering, performance optimization, infrastructure as code, CI/CD pipelines, and the deployment and monitoring of cloud…&hellip;
Skills: CI/CD, Computer science, Cloud infrastructure, Azure, Management",0,1,1
Software Engineer,Small,West,117000.0,"Collaborate with other engineers to develop and manage both front end and back end. Strong grasp of concepts such as object-oriented analysis and design, data…&hellip;
Skills: System administration, Data structures, Struts, Git, Java",0,0,0
Software Developer,Small,West,83200.0,"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++",1,1,0
Software Engineer,Small,West,114000.0,"Excellent grasp of fundamental computer science concepts, good at solving complex technical problems, and using common design patterns.&hellip;
Skills: Node.js, Internet of things, AWS, NIST standards, JavaScript",0,0,0
Software Engineer,Small,West,139000.0,"Experience developing software design documentation, interface documentation, technical reports, and integration procedures for operational use and future…&hellip;
Skills: Drupal, Node.js, Software troubleshooting, React, C#",0,1,0
Artificial Intelligence,Small,West,192000.0,"Driving technology improvements enabling new products field release and refinement of system specifications based upon deep understanding of factory and field…&hellip;
Skills: TensorFlow, Computer vision, Customer service, Analysis skills, Machine learning",0,0,0
Software Engineer,Small,West,153000.0,"Option 1: Bachelor's degree in computer science, computer engineering, computer information systems, software engineering, or related area.&hellip;
Skills: Web accessibility, Computer science, JUnit, Software troubleshooting, Java",0,0,0
Software Developer,Small,West,135000.0,"Familiarity with automated testing tools and continuous integration. Automated testing tools and continuous integration: 1 year (Preferred).&hellip;
Skills: Backbone.js, AJAX, CSS, Bootstrap, React",0,0,0
Software Engineer,Small,West,123000.0,"Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent work experience). The role will involve working on both the frontend and…&hellip;
Skills: CI/CD, Computer science, Node.js, CSS, Software troubleshooting",0,1,0
Software Engineer,Small,West,165000.0,"\*\*Join a rapidly growing startup as a core part of their engineering team. This role has the potential to grow into a Head of Product position. Recruiting…&hellip;
Skills: AI",0,0,0
Software Engineer,Large,West,117000.0,"Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent…&hellip;
Skills: Computer science, C++, C, Machine learning, Distributed systems",0,1,0
Software Engineer,Small,West,175000.0,"Bachelor’s degree in Computer Science or a related field. Collaborate with engineers to ensure our products surpass user expectations and meet the highest…&hellip;
Skills: Web accessibility, CSS, React, Git, English",1,0,0
